id,outcome,step_1,step_2,step_3,step_4,step_5,step_6,step_7,step_8
hotpotqa-00035,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00036,partial,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00037,fail,web_search,web_search,web_search,web_search,web_search,(none),(none),(none)
hotpotqa-00038,partial,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00039,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00040,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00041,partial,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00042,partial,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00043,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00044,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00045,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00046,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00047,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00048,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00049,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00050,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00051,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00052,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00053,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00054,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00055,fail,web_search,web_search,web_search,web_search,web_search,(none),(none),(none)
hotpotqa-00056,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00057,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00058,success,(none),(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00059,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00060,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00061,partial,web_search,python_interpreter,(none),(none),(none),(none),(none),(none)
hotpotqa-00062,fail,web_search,web_search,web_search,web_search,web_search,(none),(none),(none)
hotpotqa-00063,partial,web_search,web_search,web_search,(none),(none),(none),(none),(none)
hotpotqa-00064,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00065,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00066,success,web_search,web_search,web_search,(none),(none),(none),(none),(none)
hotpotqa-00067,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00068,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00069,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00070,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00071,success,python_interpreter,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00072,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00073,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00074,success,web_search,web_search,web_search,web_search,(none),(none),(none),(none)
hotpotqa-00075,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00076,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00077,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00078,partial,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00079,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00080,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00081,success,web_search,web_search,web_search,(none),(none),(none),(none),(none)
hotpotqa-00082,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00083,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00084,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00085,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00086,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00087,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00088,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00089,success,web_search,web_search,web_search,(none),(none),(none),(none),(none)
hotpotqa-00090,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00091,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00092,success,web_search,python_interpreter,(none),(none),(none),(none),(none),(none)
hotpotqa-00093,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00094,partial,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00095,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00096,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00097,partial,web_search,web_search,web_search,(none),(none),(none),(none),(none)
hotpotqa-00098,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00099,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00100,success,(none),(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00101,fail,web_search,web_search,web_search,web_search,web_search,(none),(none),(none)
hotpotqa-00102,success,web_search,web_search,web_search,(none),(none),(none),(none),(none)
hotpotqa-00103,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00104,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00105,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00106,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00107,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00108,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00109,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00110,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00111,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00112,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00113,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00114,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00115,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00116,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00117,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00118,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00119,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00120,success,web_search,web_search,web_search,(none),(none),(none),(none),(none)
hotpotqa-00121,partial,web_search,python_interpreter,(none),(none),(none),(none),(none),(none)
hotpotqa-00122,fail,web_search,strptime,(none),(none),(none),(none),(none),(none)
hotpotqa-00123,success,(none),(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00124,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00125,partial,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00126,success,(none),(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00127,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00128,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00129,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00130,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00131,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00132,success,web_search,web_search,web_search,web_search,(none),(none),(none),(none)
hotpotqa-00133,success,web_search,python_interpreter,(none),(none),(none),(none),(none),(none)
hotpotqa-00134,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00135,fail,web_search,web_search,web_search,web_search,web_search,(none),(none),(none)
hotpotqa-00136,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00137,fail,web_search,web_search,web_search,web_search,web_search,(none),(none),(none)
hotpotqa-00138,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00139,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00140,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00141,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00142,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00143,success,web_search,web_search,web_search,(none),(none),(none),(none),(none)
hotpotqa-00144,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00145,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00146,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00147,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00148,partial,web_search,python_interpreter,(none),(none),(none),(none),(none),(none)
hotpotqa-00149,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00150,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00151,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00152,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00153,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00154,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00155,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00156,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00157,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00158,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00159,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00160,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00161,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00162,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00163,partial,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00164,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00165,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00166,partial,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00167,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00168,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00169,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00170,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00171,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00172,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00173,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00174,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00175,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00176,partial,(none),(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00177,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00178,partial,web_search,python_interpreter,(none),(none),(none),(none),(none),(none)
hotpotqa-00179,partial,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00180,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00181,success,web_search,web_search,web_search,web_search,(none),(none),(none),(none)
hotpotqa-00182,partial,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00183,success,(none),(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00184,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00185,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00186,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00187,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00188,success,web_search,strptime,(none),(none),(none),(none),(none),(none)
hotpotqa-00189,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00190,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00191,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00192,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00193,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00194,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00195,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00196,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00197,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00198,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00199,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00200,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00201,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00202,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00203,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00204,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00205,partial,web_search,web_search,web_search,(none),(none),(none),(none),(none)
hotpotqa-00206,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00207,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00208,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00209,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00210,success,web_search,python_interpreter,(none),(none),(none),(none),(none),(none)
hotpotqa-00211,success,web_search,python_interpreter,(none),(none),(none),(none),(none),(none)
hotpotqa-00212,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00213,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00214,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00215,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00216,fail,web_search,web_search,web_search,web_search,web_search,(none),(none),(none)
hotpotqa-00217,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00218,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00219,fail,web_search,web_search,web_search,web_search,web_search,(none),(none),(none)
hotpotqa-00220,partial,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00221,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00222,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00223,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00224,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00225,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00226,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00227,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00228,success,web_search,web_search,web_search,web_search,(none),(none),(none),(none)
hotpotqa-00229,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00230,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00231,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00232,success,web_search,findall,(none),(none),(none),(none),(none),(none)
hotpotqa-00233,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00234,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00235,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00236,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00237,partial,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00238,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00239,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00240,partial,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00241,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00242,success,python_interpreter,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00243,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00244,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00245,partial,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00246,fail,web_search,web_search,web_search,web_search,web_search,(none),(none),(none)
hotpotqa-00247,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00248,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00249,success,web_search,python_interpreter,(none),(none),(none),(none),(none),(none)
hotpotqa-00250,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00251,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00252,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00253,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00254,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00255,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00256,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00257,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00258,partial,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00259,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00260,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00261,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00262,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00263,partial,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00264,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00265,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00266,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00267,partial,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00268,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00269,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00270,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00271,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00272,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00273,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00274,success,web_search,web_search,web_search,(none),(none),(none),(none),(none)
hotpotqa-00275,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00276,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00277,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00278,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00279,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00280,fail,web_search,web_search,web_search,web_search,web_search,(none),(none),(none)
hotpotqa-00281,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00282,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00283,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00284,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00285,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00286,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00287,partial,web_search,web_search,web_search,(none),(none),(none),(none),(none)
hotpotqa-00288,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00289,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00290,partial,web_search,web_search,web_search,web_search,(none),(none),(none),(none)
hotpotqa-00291,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00292,partial,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00293,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00294,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00295,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00296,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00297,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00298,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00299,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00300,success,web_search,web_search,web_search,(none),(none),(none),(none),(none)
hotpotqa-00301,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00302,success,web_search,python_interpreter,(none),(none),(none),(none),(none),(none)
hotpotqa-00303,success,web_search,web_search,web_search,(none),(none),(none),(none),(none)
hotpotqa-00304,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00305,fail,web_search,web_search,web_search,web_search,web_search,(none),(none),(none)
hotpotqa-00306,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00307,fail,web_search,web_search,web_search,web_search,web_search,(none),(none),(none)
hotpotqa-00308,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00309,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00310,partial,web_search,python_interpreter,(none),(none),(none),(none),(none),(none)
hotpotqa-00311,partial,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00312,success,web_search,web_search,web_search,(none),(none),(none),(none),(none)
hotpotqa-00313,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00314,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00315,success,web_search,python_interpreter,(none),(none),(none),(none),(none),(none)
hotpotqa-00316,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00317,partial,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00318,success,web_search,web_search,web_search,(none),(none),(none),(none),(none)
hotpotqa-00319,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00320,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00321,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00322,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00323,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00324,partial,web_search,web_search,web_search,(none),(none),(none),(none),(none)
hotpotqa-00325,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00326,partial,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00327,partial,remove,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00328,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00329,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00330,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00331,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00332,success,web_search,web_search,web_search,(none),(none),(none),(none),(none)
hotpotqa-00333,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00334,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00335,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00336,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00337,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00338,success,web_search,web_search,web_search,(none),(none),(none),(none),(none)
hotpotqa-00339,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00340,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00341,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00342,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00343,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00344,partial,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00345,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00346,partial,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00347,partial,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00348,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00349,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00350,success,(none),(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00351,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00352,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00353,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00354,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00355,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
